Tikr,KPI,Mar_2010,Mar_2011,Mar_2012,Mar_2013,Mar_2014,Mar_2015,Mar_2016,Mar_2017,Mar_2018,Mar_2019,Mar_2020,Mar_2021,Sep_2021,Dec_2009,Dec_2010,Dec_2011,Dec_2012,Dec_2013,Dec_2014,Dec_2015,Dec_2016,Dec_2017,Dec_2018,Dec_2019,Dec_2020,Jun_2021,Jun_2010,Jun_2011,Jun_2012,Jun_2013,Jun_2014,Jun_2015,Jun_2016,Jun_2017,Jun_2018,Jun_2019,Jun_2020,Sep_2009,Sep_2010,Sep_2011,Sep_2012,Sep_2006,Sep_2007,Sep_2008,Sep_2018,Mar_2009,Sep_2020,Jun_2009,Sep_2013,Sep_2014,Sep_2015,Sep_2016,Sep_2017,Sep_2019,Mar_2008,Nov_2009,Dec_2008,Oct_2010,Oct_2011,Oct_2012,Oct_2013,Mar_2007,Mar_2006,Jun_2007,Jun_2008,Mar_2004,Mar_2003
BHARATFORG,CWIP,139.0,78.0,289.0,223.0,131.0,208.0,322.0,374.0,302.0,713.0,895.0,270.0,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHARATFORG,Investments,721.0,814.0,936.0,931.0,1341.0,1104.0,1421.0,1772.0,2061.0,2192.0,2353.0,3569.0,3480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHARATFORG,Other Assets +,1812.0,1808.0,2307.0,1960.0,2201.0,3108.0,3159.0,3157.0,3475.0,4400.0,3662.0,3816.0,4858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHARATFORG,Total Assets,4447.0,4464.0,5328.0,5113.0,5698.0,6376.0,7179.0,7677.0,8366.0,9939.0,9717.0,11115.0,12000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEROMOTOCO,Share Capital +,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEROMOTOCO,Reserves,3425.0,2916.0,4250.0,4966.0,5560.0,6501.0,8794.0,10071.0,11729.0,12817.0,14096.0,15158.0,15617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEROMOTOCO,Borrowings,66.0,693.0,719.0,642.0,284.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEROMOTOCO,Other Liabilities +,4984.0,7077.0,4880.0,3994.0,4213.0,3980.0,3738.0,4583.0,4970.0,4784.0,4463.0,6813.0,6833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEROMOTOCO,Total Liabilities,8515.0,10726.0,9889.0,9642.0,10097.0,10522.0,12573.0,14694.0,16739.0,17641.0,18749.0,22161.0,22631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEROMOTOCO,Fixed Assets +,1659.0,4080.0,3786.0,3071.0,2243.0,2913.0,3584.0,4396.0,4655.0,4619.0,6117.0,5988.0,6112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEROMOTOCO,CWIP,48.0,50.0,39.0,62.0,854.0,713.0,605.0,465.0,318.0,542.0,341.0,437.0,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEROMOTOCO,Investments,3926.0,5129.0,3964.0,3624.0,4089.0,3154.0,4581.0,5890.0,7525.0,5969.0,8223.0,10500.0,9732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEROMOTOCO,Other Assets +,2883.0,1467.0,2100.0,2885.0,2911.0,3742.0,3802.0,3944.0,4241.0,6512.0,4068.0,5236.0,6616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEROMOTOCO,Total Assets,8515.0,10726.0,9889.0,9642.0,10097.0,10522.0,12573.0,14694.0,16739.0,17641.0,18749.0,22161.0,22631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYPLEX,Share Capital +,17.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYPLEX,Reserves,162.0,286.0,347.0,343.0,368.0,381.0,398.0,408.0,439.0,523.0,584.0,525.0,578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYPLEX,Borrowings,457.0,421.0,403.0,397.0,412.0,323.0,179.0,205.0,218.0,218.0,167.0,161.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYPLEX,Other Liabilities +,140.0,162.0,105.0,66.0,57.0,55.0,66.0,41.0,60.0,70.0,76.0,111.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYPLEX,Total Liabilities,776.0,901.0,887.0,839.0,870.0,791.0,677.0,687.0,750.0,843.0,859.0,829.0,939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYPLEX,Fixed Assets +,580.0,579.0,580.0,520.0,493.0,462.0,416.0,353.0,319.0,330.0,360.0,327.0,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYPLEX,CWIP,20.0,14.0,2.0,10.0,30.0,1.0,2.0,0.0,2.0,4.0,5.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYPLEX,Investments,20.0,24.0,39.0,20.0,25.0,35.0,20.0,47.0,47.0,55.0,119.0,49.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYPLEX,Other Assets +,157.0,284.0,267.0,290.0,322.0,294.0,239.0,287.0,381.0,454.0,374.0,447.0,557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYPLEX,Total Assets,776.0,901.0,887.0,839.0,870.0,791.0,677.0,687.0,750.0,843.0,859.0,829.0,939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBCHEPHARM,Share Capital +,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBCHEPHARM,Reserves,597.0,696.0,937.0,992.0,1031.0,999.0,1206.0,1371.0,1437.0,1469.0,1430.0,1791.0,1949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBCHEPHARM,Borrowings,136.0,169.0,70.0,50.0,93.0,105.0,175.0,49.0,28.0,26.0,29.0,26.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBCHEPHARM,Other Liabilities +,121.0,125.0,149.0,214.0,201.0,327.0,244.0,248.0,285.0,283.0,337.0,368.0,373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBCHEPHARM,Total Liabilities,870.0,1007.0,1173.0,1273.0,1342.0,1449.0,1641.0,1684.0,1767.0,1793.0,1811.0,2200.0,2370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBCHEPHARM,Fixed Assets +,218.0,225.0,241.0,294.0,282.0,301.0,369.0,609.0,570.0,552.0,583.0,565.0,586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBCHEPHARM,CWIP,0.0,4.0,39.0,5.0,46.0,55.0,135.0,4.0,17.0,15.0,16.0,26.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBCHEPHARM,Investments,62.0,123.0,338.0,434.0,536.0,598.0,612.0,544.0,567.0,589.0,536.0,811.0,876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBCHEPHARM,Other Assets +,590.0,655.0,555.0,540.0,477.0,495.0,525.0,528.0,613.0,636.0,676.0,799.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBCHEPHARM,Total Assets,870.0,1007.0,1173.0,1273.0,1342.0,1449.0,1641.0,1684.0,1767.0,1793.0,1811.0,2200.0,2370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDALSAW,Share Capital +,155.0,55.0,55.0,55.0,55.0,58.0,61.0,64.0,64.0,64.0,64.0,64.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDALSAW,Reserves,3487.0,3966.0,3498.0,3673.0,3827.0,5578.0,5241.0,5500.0,5849.0,6302.0,6799.0,7074.0,7287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDALSAW,Borrowings,737.0,1612.0,2517.0,3266.0,3457.0,4553.0,4981.0,4151.0,4445.0,4175.0,4042.0,3727.0,3877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDALSAW,Other Liabilities +,1206.0,1188.0,1510.0,1175.0,1159.0,1782.0,1249.0,1221.0,1425.0,2766.0,2248.0,3070.0,2393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDALSAW,Total Liabilities,5485.0,6821.0,7580.0,8170.0,8497.0,11970.0,11532.0,10937.0,11783.0,13307.0,13152.0,13935.0,13621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDALSAW,Fixed Assets +,1867.0,1926.0,2038.0,2556.0,3541.0,5307.0,5757.0,5773.0,5638.0,5697.0,5973.0,5913.0,5845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDALSAW,CWIP,267.0,344.0,691.0,1011.0,204.0,422.0,204.0,66.0,108.0,231.0,205.0,157.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDALSAW,Investments,620.0,654.0,699.0,827.0,788.0,959.0,675.0,591.0,649.0,665.0,638.0,716.0,878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDALSAW,Other Assets +,2732.0,3897.0,4152.0,3776.0,3964.0,5283.0,4895.0,4507.0,5389.0,6714.0,6336.0,7149.0,6720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDALSAW,Total Assets,5485.0,6821.0,7580.0,8170.0,8497.0,11970.0,11532.0,10937.0,11783.0,13307.0,13152.0,13935.0,13621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOSECOIND,Share Capital +,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOSECOIND,Reserves,,,,,,,,,,,,,,53.0,60.0,72.0,83.0,83.0,91.0,103.0,118.0,139.0,150.0,165.0,176.0,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOSECOIND,Borrowings,,,,,,,,,,,,,,11.0,11.0,11.0,10.0,8.0,6.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOSECOIND,Other Liabilities +,,,,,,,,,,,,,,31.0,45.0,44.0,42.0,50.0,48.0,50.0,57.0,75.0,82.0,77.0,80.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOSECOIND,Total Liabilities,,,,,,,,,,,,,,102.0,122.0,133.0,141.0,147.0,152.0,163.0,183.0,221.0,238.0,249.0,263.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOSECOIND,Fixed Assets +,,,,,,,,,,,,,,26.0,26.0,26.0,31.0,28.0,26.0,26.0,26.0,23.0,20.0,34.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOSECOIND,CWIP,,,,,,,,,,,,,,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,2.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOSECOIND,Investments,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOSECOIND,Other Assets +,,,,,,,,,,,,,,75.0,97.0,104.0,110.0,119.0,125.0,136.0,157.0,197.0,213.0,213.0,227.0,247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOSECOIND,Total Assets,,,,,,,,,,,,,,102.0,122.0,133.0,141.0,147.0,152.0,163.0,183.0,221.0,238.0,249.0,263.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOSCHLTD,Share Capital +,,,,,,31.0,31.0,30.0,30.0,30.0,30.0,30.0,29.0,31.0,31.0,31.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOSCHLTD,Reserves,,,,,,7316.0,9504.0,8769.0,9951.0,9097.0,9240.0,9793.0,10191.0,3354.0,4067.0,4697.0,5542.0,6263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOSCHLTD,Borrowings,,,,,,111.0,50.0,0.0,0.0,0.0,74.0,54.0,76.0,284.0,276.0,307.0,230.0,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOSCHLTD,Other Liabilities +,,,,,,2973.0,2848.0,3000.0,3946.0,3583.0,3977.0,4898.0,4430.0,1320.0,1863.0,2096.0,2098.0,2414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOSCHLTD,Total Liabilities,,,,,,10431.0,12433.0,11800.0,13927.0,12710.0,13320.0,14774.0,14726.0,4990.0,6238.0,7131.0,7902.0,8891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOSCHLTD,Fixed Assets +,,,,,,968.0,1149.0,1514.0,1318.0,1176.0,1342.0,1241.0,1335.0,513.0,436.0,592.0,863.0,938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOSCHLTD,CWIP,,,,,,276.0,151.0,129.0,313.0,644.0,487.0,488.0,357.0,100.0,224.0,321.0,408.0,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOSCHLTD,Investments,,,,,,2890.0,4628.0,3927.0,5240.0,4054.0,4042.0,5157.0,4820.0,1418.0,1607.0,1635.0,1529.0,2202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOSCHLTD,Other Assets +,,,,,,6298.0,6505.0,6231.0,7056.0,6836.0,7450.0,7888.0,8214.0,2959.0,3970.0,4584.0,5102.0,5311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOSCHLTD,Total Assets,,,,,,10431.0,12433.0,11800.0,13927.0,12710.0,13320.0,14774.0,14726.0,4990.0,6238.0,7131.0,7902.0,8891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNJALSHOW,Share Capital +,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNJALSHOW,Reserves,173.0,195.0,248.0,295.0,348.0,403.0,445.0,505.0,562.0,603.0,625.0,633.0,620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNJALSHOW,Borrowings,124.0,86.0,73.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNJALSHOW,Other Liabilities +,163.0,206.0,213.0,208.0,218.0,202.0,157.0,163.0,224.0,181.0,129.0,160.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNJALSHOW,Total Liabilities,467.0,495.0,542.0,532.0,574.0,613.0,610.0,676.0,793.0,791.0,761.0,801.0,805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNJALSHOW,Fixed Assets +,254.0,254.0,245.0,246.0,233.0,211.0,197.0,178.0,157.0,143.0,145.0,134.0,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNJALSHOW,CWIP,9.0,9.0,11.0,7.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNJALSHOW,Investments,5.0,0.0,3.0,20.0,30.0,68.0,82.0,171.0,244.0,243.0,319.0,292.0,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNJALSHOW,Other Assets +,200.0,232.0,283.0,259.0,311.0,332.0,328.0,324.0,391.0,402.0,295.0,374.0,389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNJALSHOW,Total Assets,467.0,495.0,542.0,532.0,574.0,613.0,610.0,676.0,793.0,791.0,761.0,801.0,805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICOAUTO,Share Capital +,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICOAUTO,Reserves,272.0,306.0,300.0,308.0,309.0,429.0,445.0,500.0,531.0,567.0,572.0,565.0,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICOAUTO,Borrowings,420.0,454.0,428.0,417.0,279.0,180.0,224.0,230.0,254.0,340.0,406.0,501.0,543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICOAUTO,Other Liabilities +,219.0,279.0,242.0,279.0,344.0,202.0,138.0,146.0,173.0,263.0,310.0,400.0,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICOAUTO,Total Liabilities,923.0,1052.0,984.0,1017.0,945.0,824.0,820.0,890.0,971.0,1183.0,1302.0,1479.0,1515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICOAUTO,Fixed Assets +,497.0,476.0,451.0,527.0,518.0,299.0,291.0,326.0,340.0,470.0,563.0,607.0,613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICOAUTO,CWIP,29.0,60.0,68.0,36.0,22.0,27.0,52.0,35.0,62.0,71.0,50.0,58.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICOAUTO,Investments,64.0,99.0,31.0,75.0,76.0,157.0,139.0,139.0,139.0,137.0,138.0,138.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICOAUTO,Other Assets +,333.0,419.0,433.0,379.0,329.0,342.0,338.0,391.0,430.0,506.0,552.0,676.0,664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICOAUTO,Total Assets,923.0,1052.0,984.0,1017.0,945.0,824.0,820.0,890.0,971.0,1183.0,1302.0,1479.0,1515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARDMNPOLY,Share Capital +,13.0,16.0,16.0,18.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARDMNPOLY,Reserves,118.0,160.0,78.0,84.0,99.0,106.0,85.0,85.0,-339.0,-414.0,-313.0,-370.0,-373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARDMNPOLY,Borrowings,439.0,482.0,492.0,498.0,465.0,451.0,405.0,396.0,448.0,446.0,490.0,523.0,535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARDMNPOLY,Other Liabilities +,27.0,58.0,65.0,85.0,131.0,118.0,115.0,122.0,264.0,269.0,113.0,130.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARDMNPOLY,Total Liabilities,596.0,716.0,650.0,685.0,715.0,697.0,627.0,626.0,395.0,324.0,313.0,306.0,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARDMNPOLY,Fixed Assets +,256.0,239.0,318.0,295.0,283.0,258.0,239.0,244.0,229.0,211.0,195.0,182.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARDMNPOLY,CWIP,8.0,30.0,22.0,14.0,8.0,4.0,7.0,5.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARDMNPOLY,Investments,137.0,133.0,137.0,137.0,137.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARDMNPOLY,Other Assets +,195.0,314.0,174.0,239.0,287.0,344.0,290.0,285.0,163.0,112.0,117.0,123.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARDMNPOLY,Total Assets,596.0,716.0,650.0,685.0,715.0,697.0,627.0,626.0,395.0,324.0,313.0,306.0,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIRUMALCHM,Share Capital +,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIRUMALCHM,Reserves,77.0,95.0,106.0,128.0,132.0,141.0,174.0,357.0,504.0,572.0,545.0,714.0,817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIRUMALCHM,Borrowings,199.0,183.0,223.0,251.0,162.0,83.0,28.0,0.0,0.0,50.0,139.0,125.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIRUMALCHM,Other Liabilities +,183.0,234.0,309.0,277.0,290.0,183.0,178.0,285.0,142.0,291.0,294.0,269.0,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIRUMALCHM,Total Liabilities,469.0,522.0,648.0,666.0,594.0,417.0,390.0,652.0,656.0,923.0,988.0,1119.0,1326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIRUMALCHM,Fixed Assets +,111.0,100.0,100.0,92.0,77.0,74.0,79.0,146.0,147.0,171.0,329.0,317.0,415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIRUMALCHM,CWIP,0.0,3.0,3.0,1.0,3.0,0.0,6.0,9.0,39.0,159.0,71.0,108.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIRUMALCHM,Investments,5.0,28.0,33.0,33.0,33.0,32.0,32.0,79.0,173.0,219.0,119.0,210.0,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIRUMALCHM,Other Assets +,352.0,392.0,512.0,541.0,481.0,310.0,273.0,417.0,298.0,374.0,470.0,483.0,508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIRUMALCHM,Total Assets,469.0,522.0,648.0,666.0,594.0,417.0,390.0,652.0,656.0,923.0,988.0,1119.0,1326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANOFI,Share Capital +,,,,,,,,,,,,,,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANOFI,Reserves,,,,,,,,,,,,,,909.0,991.0,1094.0,1181.0,1324.0,1463.0,1604.0,1860.0,2003.0,2196.0,2419.0,2096.0,1582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANOFI,Borrowings,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANOFI,Other Liabilities +,,,,,,,,,,,,,,274.0,394.0,386.0,427.0,532.0,742.0,778.0,658.0,751.0,765.0,802.0,777.0,857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
